#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1468   0.806792E+03  -0.160397E+02   0.192228E-05  -0.160397E+02   0.980517E+01  -0.177207E-07   0.192228E-05  -0.177207E-07   0.272375E-08
  1469   0.804636E+03  -0.153032E+02   0.191458E-05  -0.153032E+02   0.980930E+01  -0.151244E-07   0.191458E-05  -0.151244E-07   0.272004E-08
  1470   0.802425E+03  -0.145715E+02   0.190668E-05  -0.145715E+02   0.981687E+01  -0.125361E-07   0.190668E-05  -0.125361E-07   0.271634E-08
  1471   0.800172E+03  -0.138450E+02   0.189873E-05  -0.138450E+02   0.982789E+01  -0.995059E-08   0.189873E-05  -0.995059E-08   0.271264E-08
  1472   0.797864E+03  -0.131239E+02   0.189049E-05  -0.131239E+02   0.984232E+01  -0.736545E-08   0.189049E-05  -0.736545E-08   0.270896E-08
  1473   0.795516E+03  -0.124085E+02   0.188219E-05  -0.124085E+02   0.986015E+01  -0.478285E-08   0.188219E-05  -0.478285E-08   0.270527E-08
  1474   0.793115E+03  -0.116989E+02   0.187361E-05  -0.116989E+02   0.988135E+01  -0.220570E-08   0.187361E-05  -0.220570E-08   0.270160E-08
  1475   0.790674E+03  -0.109955E+02   0.186496E-05  -0.109955E+02   0.990589E+01   0.365126E-09   0.186496E-05   0.365126E-09   0.269793E-08
  1476   0.788181E+03  -0.102984E+02   0.185602E-05  -0.102984E+02   0.993374E+01   0.293009E-08   0.185602E-05   0.293009E-08   0.269427E-08
  1477   0.785650E+03  -0.960791E+01   0.184704E-05  -0.960791E+01   0.996489E+01   0.549032E-08   0.184704E-05   0.549032E-08   0.269062E-08
  1478   0.783069E+03  -0.892428E+01   0.183779E-05  -0.892428E+01   0.999928E+01   0.804192E-08   0.183779E-05   0.804192E-08   0.268697E-08
  1479   0.780450E+03  -0.824767E+01   0.182943E-05  -0.824767E+01   0.100369E+02   0.105334E-07   0.182943E-05   0.105334E-07   0.268333E-08
  1480   0.777783E+03  -0.757837E+01   0.182084E-05  -0.757837E+01   0.100777E+02   0.130152E-07   0.182084E-05   0.130152E-07   0.267970E-08
  1481   0.775080E+03  -0.691651E+01   0.181237E-05  -0.691651E+01   0.101217E+02   0.154872E-07   0.181237E-05   0.154872E-07   0.267607E-08
  1482   0.772338E+03  -0.626240E+01   0.180379E-05  -0.626240E+01   0.101688E+02   0.179545E-07   0.180379E-05   0.179545E-07   0.267245E-08
  1483   0.769544E+03  -0.561615E+01   0.179486E-05  -0.561615E+01   0.102190E+02   0.204117E-07   0.179486E-05   0.204117E-07   0.266884E-08
  1484   0.766722E+03  -0.497804E+01   0.178597E-05  -0.497804E+01   0.102722E+02   0.228678E-07   0.178597E-05   0.228678E-07   0.266523E-08
  1485   0.763849E+03  -0.434825E+01   0.177673E-05  -0.434825E+01   0.103284E+02   0.253122E-07   0.177673E-05   0.253122E-07   0.266163E-08
  1486   0.760950E+03  -0.372695E+01   0.176754E-05  -0.372695E+01   0.103877E+02   0.277530E-07   0.176754E-05   0.277530E-07   0.265804E-08
  1487   0.758002E+03  -0.311440E+01   0.175801E-05  -0.311440E+01   0.104498E+02   0.301763E-07   0.175801E-05   0.301763E-07   0.265445E-08
  1488   0.755028E+03  -0.251067E+01   0.174853E-05  -0.251067E+01   0.105149E+02   0.325951E-07   0.174853E-05   0.325951E-07   0.265087E-08
  1489   0.752008E+03  -0.191611E+01   0.173870E-05  -0.191611E+01   0.105827E+02   0.349976E-07   0.173870E-05   0.349976E-07   0.264730E-08
  1490   0.748964E+03  -0.133069E+01   0.172956E-05  -0.133069E+01   0.106534E+02   0.373762E-07   0.172956E-05   0.373762E-07   0.264373E-08
  1491   0.745874E+03  -0.754837E+00   0.172037E-05  -0.754837E+00   0.107269E+02   0.397275E-07   0.172037E-05   0.397275E-07   0.264017E-08
  1492   0.742763E+03  -0.188418E+00   0.171145E-05  -0.188418E+00   0.108030E+02   0.420687E-07   0.171145E-05   0.420687E-07   0.263661E-08
  1493   0.739608E+03   0.368042E+00   0.170221E-05   0.368042E+00   0.108818E+02   0.443922E-07   0.170221E-05   0.443922E-07   0.263307E-08
  1494   0.736432E+03   0.914778E+00   0.169301E-05   0.914778E+00   0.109633E+02   0.467122E-07   0.169301E-05   0.467122E-07   0.262952E-08
  1495   0.733216E+03   0.145119E+01   0.168351E-05   0.145119E+01   0.110473E+02   0.490116E-07   0.168351E-05   0.490116E-07   0.262599E-08
  1496   0.729980E+03   0.197761E+01   0.167403E-05   0.197761E+01   0.111338E+02   0.513046E-07   0.167403E-05   0.513046E-07   0.262246E-08
  1497   0.726705E+03   0.249336E+01   0.166423E-05   0.249336E+01   0.112228E+02   0.535748E-07   0.166423E-05   0.535748E-07   0.261894E-08
  1498   0.723412E+03   0.299885E+01   0.165446E-05   0.299885E+01   0.113143E+02   0.558385E-07   0.165446E-05   0.558385E-07   0.261542E-08
  1499   0.720082E+03   0.349336E+01   0.164438E-05   0.349336E+01   0.114080E+02   0.580746E-07   0.164438E-05   0.580746E-07   0.261191E-08
  1500   0.716736E+03   0.397736E+01   0.163435E-05   0.397736E+01   0.115041E+02   0.603021E-07   0.163435E-05   0.603021E-07   0.260841E-08
  1501   0.713355E+03   0.445008E+01   0.162435E-05   0.445008E+01   0.116025E+02   0.624995E-07   0.162435E-05   0.624995E-07   0.260491E-08
  1502   0.709959E+03   0.491207E+01   0.161495E-05   0.491207E+01   0.117031E+02   0.646898E-07   0.161495E-05   0.646898E-07   0.260142E-08
  1503   0.706531E+03   0.536249E+01   0.160540E-05   0.536249E+01   0.118058E+02   0.668553E-07   0.160540E-05   0.668553E-07   0.259794E-08
  1504   0.703089E+03   0.580197E+01   0.159594E-05   0.580197E+01   0.119106E+02   0.690152E-07   0.159594E-05   0.690152E-07   0.259446E-08
  1505   0.699617E+03   0.622963E+01   0.158619E-05   0.622963E+01   0.120174E+02   0.711478E-07   0.158619E-05   0.711478E-07   0.259099E-08
  1506   0.696132E+03   0.664616E+01   0.157645E-05   0.664616E+01   0.121263E+02   0.732766E-07   0.157645E-05   0.732766E-07   0.258752E-08
  1507   0.692621E+03   0.705062E+01   0.156645E-05   0.705062E+01   0.122370E+02   0.753792E-07   0.156645E-05   0.753792E-07   0.258406E-08
  1508   0.689098E+03   0.744379E+01   0.155648E-05   0.744379E+01   0.123496E+02   0.774753E-07   0.155648E-05   0.774753E-07   0.258061E-08
  1509   0.685551E+03   0.782468E+01   0.154625E-05   0.782468E+01   0.124640E+02   0.795415E-07   0.154625E-05   0.795415E-07   0.257716E-08
  1510   0.681993E+03   0.819411E+01   0.153603E-05   0.819411E+01   0.125802E+02   0.815997E-07   0.153603E-05   0.815997E-07   0.257372E-08
  1511   0.678413E+03   0.855109E+01   0.152557E-05   0.855109E+01   0.126981E+02   0.836272E-07   0.152557E-05   0.836272E-07   0.257029E-08
  1512   0.674825E+03   0.889646E+01   0.151514E-05   0.889646E+01   0.128176E+02   0.856466E-07   0.151514E-05   0.856466E-07   0.256686E-08
  1513   0.671217E+03   0.922923E+01   0.150534E-05   0.922923E+01   0.129386E+02   0.876501E-07   0.150534E-05   0.876501E-07   0.256344E-08
  1514   0.667603E+03   0.955027E+01   0.149560E-05   0.955027E+01   0.130612E+02   0.896499E-07   0.149560E-05   0.896499E-07   0.256002E-08
  1515   0.663970E+03   0.985856E+01   0.148578E-05   0.985856E+01   0.131851E+02   0.916234E-07   0.148578E-05   0.916234E-07   0.255661E-08
  1516   0.660333E+03   0.101550E+02   0.147596E-05   0.101550E+02   0.133105E+02   0.935903E-07   0.147596E-05   0.935903E-07   0.255321E-08
  1517   0.656680E+03   0.104386E+02   0.146592E-05   0.104386E+02   0.134372E+02   0.955242E-07   0.146592E-05   0.955242E-07   0.254981E-08
  1518   0.653023E+03   0.107103E+02   0.145587E-05   0.107103E+02   0.135652E+02   0.974475E-07   0.145587E-05   0.974475E-07   0.254642E-08
  1519   0.649354E+03   0.109691E+02   0.144561E-05   0.109691E+02   0.136943E+02   0.993368E-07   0.144561E-05   0.993368E-07   0.254303E-08
  1520   0.645683E+03   0.112159E+02   0.143535E-05   0.112159E+02   0.138246E+02   0.101217E-06   0.143535E-05   0.101217E-06   0.253966E-08
  1521   0.642001E+03   0.114496E+02   0.142487E-05   0.114496E+02   0.139559E+02   0.103061E-06   0.142487E-05   0.103061E-06   0.253628E-08
  1522   0.638319E+03   0.116713E+02   0.141441E-05   0.116713E+02   0.140883E+02   0.104891E-06   0.141441E-05   0.104891E-06   0.253291E-08
  1523   0.634628E+03   0.118799E+02   0.140375E-05   0.118799E+02   0.142215E+02   0.106681E-06   0.140375E-05   0.106681E-06   0.252955E-08
  1524   0.630939E+03   0.120765E+02   0.139368E-05   0.120765E+02   0.143557E+02   0.108486E-06   0.139368E-05   0.108486E-06   0.252620E-08
  1525   0.627243E+03   0.122599E+02   0.138367E-05   0.122599E+02   0.144906E+02   0.110267E-06   0.138367E-05   0.110267E-06   0.252285E-08
  1526   0.623551E+03   0.124313E+02   0.137385E-05   0.124313E+02   0.146263E+02   0.112047E-06   0.137385E-05   0.112047E-06   0.251951E-08
  1527   0.619854E+03   0.125895E+02   0.136383E-05   0.125895E+02   0.147627E+02   0.113790E-06   0.136383E-05   0.113790E-06   0.251617E-08
  1528   0.616162E+03   0.127357E+02   0.135377E-05   0.127357E+02   0.148997E+02   0.115521E-06   0.135377E-05   0.115521E-06   0.251284E-08
  1529   0.612468E+03   0.128687E+02   0.134348E-05   0.128687E+02   0.150372E+02   0.117216E-06   0.134348E-05   0.117216E-06   0.250951E-08
  1530   0.608781E+03   0.129897E+02   0.133318E-05   0.129897E+02   0.151752E+02   0.118899E-06   0.133318E-05   0.118899E-06   0.250620E-08
  1531   0.605093E+03   0.130976E+02   0.132274E-05   0.130976E+02   0.153136E+02   0.120541E-06   0.132274E-05   0.120541E-06   0.250288E-08
  1532   0.601414E+03   0.131935E+02   0.131230E-05   0.131935E+02   0.154524E+02   0.122172E-06   0.131230E-05   0.122172E-06   0.249957E-08
  1533   0.597737E+03   0.132763E+02   0.130171E-05   0.132763E+02   0.155915E+02   0.123764E-06   0.130171E-05   0.123764E-06   0.249627E-08
  1534   0.594070E+03   0.133472E+02   0.129112E-05   0.133472E+02   0.157308E+02   0.125343E-06   0.129112E-05   0.125343E-06   0.249298E-08
  1535   0.590406E+03   0.134051E+02   0.128067E-05   0.134051E+02   0.158702E+02   0.126905E-06   0.128067E-05   0.126905E-06   0.248969E-08
  1536   0.586755E+03   0.134512E+02   0.127070E-05   0.134512E+02   0.160098E+02   0.128489E-06   0.127070E-05   0.128489E-06   0.248640E-08
  1537   0.583109E+03   0.134844E+02   0.126068E-05   0.134844E+02   0.161493E+02   0.130043E-06   0.126068E-05   0.130043E-06   0.248313E-08
  1538   0.579477E+03   0.135058E+02   0.125070E-05   0.135058E+02   0.162889E+02   0.131590E-06   0.125070E-05   0.131590E-06   0.247985E-08
  1539   0.575857E+03   0.135151E+02   0.124067E-05   0.135151E+02   0.164285E+02   0.133118E-06   0.124067E-05   0.133118E-06   0.247659E-08
  1540   0.572242E+03   0.135114E+02   0.123042E-05   0.135114E+02   0.165677E+02   0.134595E-06   0.123042E-05   0.134595E-06   0.247333E-08
  1541   0.568647E+03   0.134965E+02   0.122024E-05   0.134965E+02   0.167068E+02   0.136067E-06   0.122024E-05   0.136067E-06   0.247007E-08
  1542   0.565059E+03   0.134686E+02   0.120984E-05   0.134686E+02   0.168455E+02   0.137489E-06   0.120984E-05   0.137489E-06   0.246682E-08
  1543   0.561492E+03   0.134298E+02   0.119953E-05   0.134298E+02   0.169840E+02   0.138903E-06   0.119953E-05   0.138903E-06   0.246358E-08
  1544   0.557934E+03   0.133780E+02   0.118902E-05   0.133780E+02   0.171219E+02   0.140266E-06   0.118902E-05   0.140266E-06   0.246034E-08
  1545   0.554398E+03   0.133155E+02   0.117859E-05   0.133155E+02   0.172596E+02   0.141620E-06   0.117859E-05   0.141620E-06   0.245711E-08
  1546   0.550873E+03   0.132403E+02   0.116802E-05   0.132403E+02   0.173965E+02   0.142924E-06   0.116802E-05   0.142924E-06   0.245389E-08
  1547   0.547372E+03   0.131544E+02   0.115820E-05   0.131544E+02   0.175330E+02   0.144296E-06   0.115820E-05   0.144296E-06   0.245067E-08
  1548   0.543884E+03   0.130561E+02   0.114822E-05   0.130561E+02   0.176687E+02   0.145619E-06   0.114822E-05   0.145619E-06   0.244745E-08
  1549   0.540421E+03   0.129473E+02   0.113841E-05   0.129473E+02   0.178038E+02   0.146950E-06   0.113841E-05   0.146950E-06   0.244424E-08
  1550   0.536973E+03   0.128262E+02   0.112842E-05   0.128262E+02   0.179380E+02   0.148224E-06   0.112842E-05   0.148224E-06   0.244104E-08
  1551   0.533551E+03   0.126949E+02   0.111847E-05   0.126949E+02   0.180715E+02   0.149490E-06   0.111847E-05   0.149490E-06   0.243784E-08
  1552   0.530146E+03   0.125516E+02   0.110834E-05   0.125516E+02   0.182039E+02   0.150702E-06   0.110834E-05   0.150702E-06   0.243465E-08
  1553   0.526768E+03   0.123982E+02   0.109827E-05   0.123982E+02   0.183356E+02   0.151907E-06   0.109827E-05   0.151907E-06   0.243147E-08
  1554   0.523409E+03   0.122330E+02   0.108804E-05   0.122330E+02   0.184661E+02   0.153059E-06   0.108804E-05   0.153059E-06   0.242828E-08
  1555   0.520078E+03   0.120580E+02   0.107787E-05   0.120580E+02   0.185957E+02   0.154201E-06   0.107787E-05   0.154201E-06   0.242511E-08
  1556   0.516767E+03   0.118714E+02   0.106754E-05   0.118714E+02   0.187239E+02   0.155286E-06   0.106754E-05   0.155286E-06   0.242194E-08
  1557   0.513487E+03   0.116753E+02   0.105725E-05   0.116753E+02   0.188512E+02   0.156364E-06   0.105725E-05   0.156364E-06   0.241878E-08
  1558   0.510228E+03   0.114680E+02   0.104731E-05   0.114680E+02   0.189770E+02   0.157457E-06   0.104731E-05   0.157457E-06   0.241562E-08
  1559   0.507001E+03   0.112513E+02   0.103758E-05   0.112513E+02   0.191018E+02   0.158568E-06   0.103758E-05   0.158568E-06   0.241247E-08
  1560   0.503796E+03   0.110237E+02   0.102786E-05   0.110237E+02   0.192250E+02   0.159648E-06   0.102786E-05   0.159648E-06   0.240932E-08
  1561   0.500624E+03   0.107870E+02   0.101820E-05   0.107870E+02   0.193470E+02   0.160720E-06   0.101820E-05   0.160720E-06   0.240618E-08
  1562   0.497476E+03   0.105397E+02   0.100839E-05   0.105397E+02   0.194673E+02   0.161738E-06   0.100839E-05   0.161738E-06   0.240304E-08
  1563   0.494362E+03   0.102837E+02   0.998634E-06   0.102837E+02   0.195864E+02   0.162747E-06   0.998634E-06   0.162747E-06   0.239991E-08
  1564   0.491273E+03   0.100172E+02   0.988762E-06   0.100172E+02   0.197036E+02   0.163700E-06   0.988762E-06   0.163700E-06   0.239679E-08
  1565   0.488220E+03   0.974240E+01   0.978941E-06   0.974240E+01   0.198195E+02   0.164643E-06   0.978941E-06   0.164643E-06   0.239367E-08
  1566   0.485193E+03   0.945756E+01   0.968987E-06   0.945756E+01   0.199335E+02   0.165531E-06   0.968987E-06   0.165531E-06   0.239056E-08
  1567   0.482202E+03   0.916458E+01   0.959065E-06   0.916458E+01   0.200461E+02   0.166410E-06   0.959065E-06   0.166410E-06   0.238745E-08
  1568   0.479240E+03   0.886196E+01   0.949015E-06   0.886196E+01   0.201567E+02   0.167234E-06   0.949015E-06   0.167234E-06   0.238434E-08
  1569   0.476314E+03   0.855152E+01   0.939282E-06   0.855152E+01   0.202657E+02   0.168092E-06   0.939282E-06   0.168092E-06   0.238125E-08
  1570   0.473418E+03   0.823179E+01   0.929798E-06   0.823179E+01   0.203726E+02   0.168956E-06   0.929798E-06   0.168956E-06   0.237816E-08
  1571   0.470559E+03   0.790459E+01   0.920463E-06   0.790459E+01   0.204779E+02   0.169825E-06   0.920463E-06   0.169825E-06   0.237507E-08
  1572   0.467731E+03   0.756846E+01   0.911082E-06   0.756846E+01   0.205810E+02   0.170649E-06   0.911082E-06   0.170649E-06   0.237199E-08
  1573   0.464941E+03   0.722509E+01   0.901735E-06   0.722509E+01   0.206824E+02   0.171461E-06   0.901735E-06   0.171461E-06   0.236891E-08
  1574   0.462184E+03   0.687338E+01   0.892317E-06   0.687338E+01   0.207815E+02   0.172217E-06   0.892317E-06   0.172217E-06   0.236584E-08
  1575   0.459465E+03   0.651466E+01   0.882926E-06   0.651466E+01   0.208788E+02   0.172958E-06   0.882926E-06   0.172958E-06   0.236278E-08
  1576   0.456780E+03   0.614801E+01   0.873445E-06   0.614801E+01   0.209738E+02   0.173642E-06   0.873445E-06   0.173642E-06   0.235972E-08
  1577   0.454134E+03   0.577469E+01   0.863980E-06   0.577469E+01   0.210669E+02   0.174312E-06   0.863980E-06   0.174312E-06   0.235666E-08
  1578   0.451522E+03   0.539384E+01   0.854427E-06   0.539384E+01   0.211575E+02   0.174925E-06   0.854427E-06   0.174925E-06   0.235362E-08
  1579   0.448950E+03   0.500668E+01   0.844897E-06   0.500668E+01   0.212462E+02   0.175525E-06   0.844897E-06   0.175525E-06   0.235057E-08
  1580   0.446414E+03   0.461239E+01   0.835344E-06   0.461239E+01   0.213324E+02   0.176081E-06   0.835344E-06   0.176081E-06   0.234753E-08
  1581   0.443918E+03   0.421216E+01   0.826328E-06   0.421216E+01   0.214166E+02   0.176734E-06   0.826328E-06   0.176734E-06   0.234450E-08
  1582   0.441459E+03   0.380522E+01   0.817275E-06   0.380522E+01   0.214982E+02   0.177343E-06   0.817275E-06   0.177343E-06   0.234147E-08
  1583   0.439039E+03   0.339270E+01   0.808354E-06   0.339270E+01   0.215776E+02   0.177961E-06   0.808354E-06   0.177961E-06   0.233845E-08
  1584   0.436658E+03   0.297389E+01   0.799389E-06   0.297389E+01   0.216545E+02   0.178523E-06   0.799389E-06   0.178523E-06   0.233544E-08
  1585   0.434317E+03   0.254989E+01   0.790461E-06   0.254989E+01   0.217291E+02   0.179069E-06   0.790461E-06   0.179069E-06   0.233242E-08
  1586   0.432015E+03   0.212003E+01   0.781478E-06   0.212003E+01   0.218011E+02   0.179560E-06   0.781478E-06   0.179560E-06   0.232942E-08
  1587   0.429753E+03   0.168534E+01   0.772513E-06   0.168534E+01   0.218709E+02   0.180035E-06   0.772513E-06   0.180035E-06   0.232642E-08
  1588   0.427531E+03   0.124523E+01   0.763470E-06   0.124523E+01   0.219379E+02   0.180459E-06   0.763470E-06   0.180459E-06   0.232342E-08
  1589   0.425350E+03   0.800686E+00   0.754442E-06   0.800686E+00   0.220026E+02   0.180868E-06   0.754442E-06   0.180868E-06   0.232043E-08
  1590   0.423208E+03   0.351162E+00   0.745366E-06   0.351162E+00   0.220645E+02   0.181224E-06   0.745366E-06   0.181224E-06   0.231745E-08
  1591   0.421109E+03  -0.102412E+00   0.736312E-06  -0.102412E+00   0.221240E+02   0.181563E-06   0.736312E-06   0.181563E-06   0.231447E-08
  1592   0.419049E+03  -0.560519E+00   0.727618E-06  -0.560519E+00   0.221808E+02   0.181950E-06   0.727618E-06   0.181950E-06   0.231149E-08
  1593   0.417031E+03  -0.102227E+01   0.719067E-06  -0.102227E+01   0.222351E+02   0.182352E-06   0.719067E-06   0.182352E-06   0.230852E-08
  1594   0.415053E+03  -0.148812E+01   0.710617E-06  -0.148812E+01   0.222866E+02   0.182733E-06   0.710617E-06   0.182733E-06   0.230556E-08
  1595   0.413118E+03  -0.195721E+01   0.702217E-06  -0.195721E+01   0.223356E+02   0.183099E-06   0.702217E-06   0.183099E-06   0.230260E-08
  1596   0.411223E+03  -0.242995E+01   0.693793E-06  -0.242995E+01   0.223817E+02   0.183411E-06   0.693793E-06   0.183411E-06   0.229964E-08
  1597   0.409371E+03  -0.290554E+01   0.685384E-06  -0.290554E+01   0.224254E+02   0.183704E-06   0.685384E-06   0.183704E-06   0.229669E-08
  1598   0.407561E+03  -0.338385E+01   0.676990E-06  -0.338385E+01   0.224664E+02   0.183966E-06   0.676990E-06   0.183966E-06   0.229375E-08
  1599   0.405791E+03  -0.386555E+01   0.668517E-06  -0.386555E+01   0.225042E+02   0.184163E-06   0.668517E-06   0.184163E-06   0.229081E-08
  1600   0.404064E+03  -0.434908E+01   0.660104E-06  -0.434908E+01   0.225398E+02   0.184353E-06   0.660104E-06   0.184353E-06   0.228788E-08
  1601   0.402377E+03  -0.483554E+01   0.651638E-06  -0.483554E+01   0.225721E+02   0.184476E-06   0.651638E-06   0.184476E-06   0.228495E-08
  1602   0.400733E+03  -0.532345E+01   0.643235E-06  -0.532345E+01   0.226021E+02   0.184592E-06   0.643235E-06   0.184592E-06   0.228203E-08
  1603   0.399130E+03  -0.581384E+01   0.634984E-06  -0.581384E+01   0.226289E+02   0.184707E-06   0.634984E-06   0.184707E-06   0.227911E-08
  1604   0.397570E+03  -0.630528E+01   0.627028E-06  -0.630528E+01   0.226533E+02   0.184895E-06   0.627028E-06   0.184895E-06   0.227619E-08
  1605   0.396050E+03  -0.679874E+01   0.619098E-06  -0.679874E+01   0.226745E+02   0.185039E-06   0.619098E-06   0.185039E-06   0.227329E-08
  1606   0.394574E+03  -0.729287E+01   0.611284E-06  -0.729287E+01   0.226933E+02   0.185192E-06   0.611284E-06   0.185192E-06   0.227038E-08
  1607   0.393137E+03  -0.778856E+01   0.603428E-06  -0.778856E+01   0.227088E+02   0.185279E-06   0.603428E-06   0.185279E-06   0.226749E-08
  1608   0.391743E+03  -0.828454E+01   0.595621E-06  -0.828454E+01   0.227219E+02   0.185360E-06   0.595621E-06   0.185360E-06   0.226459E-08
  1609   0.390390E+03  -0.878163E+01   0.587770E-06  -0.878163E+01   0.227318E+02   0.185377E-06   0.587770E-06   0.185377E-06   0.226170E-08
  1610   0.389079E+03  -0.927862E+01   0.579955E-06  -0.927862E+01   0.227393E+02   0.185387E-06   0.579955E-06   0.185387E-06   0.225882E-08
